Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,District Municipality,Magisterial District,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
4704,Greylingstad Entrance Bridge,Bridge,Bridge,1/27/2017,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,01. Approach Embankment, 155. Earth backfill,BU,10,630,m3,6300,3,4,4,63,1
4704,Greylingstad Entrance Bridge,Bridge,Bridge,1/27/2017,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U2,1,750,L,750,2,4,1,133,1
4707,DRY RIVER BRIDGE,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,S1,8,340,No,2720,2,4,4,147,1
4707,DRY RIVER BRIDGE,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,01. Approach Embankment, 158. Rock backfill,U1,5,2770,m3,13850,3,4,9,65,1
4707,DRY RIVER BRIDGE,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,20. Decks and Slabs, 207. Clear debris,S1,2,750,m3,1500,2,4,1,67,1
4707,DRY RIVER BRIDGE,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,BU,4,750,m2,3000,2,4,4,133,1
4707,DRY RIVER BRIDGE,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 155. Earth backfill,U1,5,630,m3,3150,2,4,9,286,1
4707,DRY RIVER BRIDGE,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,03. Waterway, 209. Clear siltation,S1,2,630,m3,1260,2,4,1,79,1
4707,DRY RIVER BRIDGE,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BU,5,9190,m3,45950,3,4,9,20,1
4707,DRY RIVER BRIDGE,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,U2,1,5380,No,5380,2,4,1,19,1
4714,Lisbon River Bridge,Bridge,Bridge,7/31/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,01. Approach Embankment, 155. Earth backfill,U2,10,630,m3,6300,2,4,4,63,1
4714,Lisbon River Bridge,Bridge,Bridge,7/31/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,200,950,m,190000,3,4,9,5,1
4714,Lisbon River Bridge,Bridge,Bridge,7/31/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,1,750,L,0,0,0,1,9999999,1
4714,Lisbon River Bridge,Bridge,Bridge,7/31/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,18. Longitudinal Members, 953. Ad-hoc item (describe under Remarks),S1,1,1080,No,1080,1,1,1,93,1
4743,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,40,950,m,38000,1,1,9,24,1
4743,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,5,750,L,3750,2,4,1,27,1
4743,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,32,750,m,24000,1,1,1,4,1
4743,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),BU,5,750,L,3750,1,1,1,27,1
4743,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,BU,30,750,m,22500,1,1,1,4,1
4745,Unknown,Bridge,Bridge,7/20/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U2,1,3100,No,3100,2,4,4,129,1
4745,Unknown,Bridge,Bridge,7/20/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 953. Ad-hoc item (describe under Remarks),U1,20,1080,No,21600,1,1,1,5,1
4745,Unknown,Bridge,Bridge,7/20/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 953. Ad-hoc item (describe under Remarks),U2,20,1080,No,21600,1,1,1,5,1
4745,Unknown,Bridge,Bridge,7/20/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U2,1,750,m,750,1,1,1,133,1
4745,Unknown,Bridge,Bridge,7/20/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,100,150,m,15000,2,4,4,27,1
4745,Unknown,Bridge,Bridge,7/20/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S3,1,750,L,750,1,1,1,133,1
4745,Unknown,Bridge,Bridge,7/20/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,17. Expansion Joints, 315. Replace glands of claw joint,U2,10,2290,m,22900,2,4,4,17,1
4857,TUTUKA POWER STATION D1941,Bridge,Bridge,8/7/2018,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),S1,5,1080,No,5400,3,4,4,74,1
4857,TUTUKA POWER STATION D1941,Bridge,Bridge,8/7/2018,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,U1,1,5380,No,5380,2,4,1,19,1
4859,Unknown,Bridge,Bridge,10/10/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,02. Guardrail, 953. Ad-hoc item (describe under Remarks),BU,5,1080,No,5400,1,1,4,74,1
4859,Unknown,Bridge,Bridge,10/10/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,"BU,S1",150,750,m2,112500,3,4,4,4,1
4859,Unknown,Bridge,Bridge,10/10/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U2,3,750,m,2250,2,4,4,178,1
4859,Unknown,Bridge,Bridge,10/10/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,2,750,L,1500,2,4,4,267,1
4859,Unknown,Bridge,Bridge,10/10/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,50,950,m,47500,1,1,4,8,1
4859,Unknown,Bridge,Bridge,10/10/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,1,1,4,32,1
4859,Unknown,Bridge,Bridge,10/10/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U1,1,750,L,750,2,4,4,533,1
4859,Unknown,Bridge,Bridge,10/10/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,05. Abutment Foundations, 120. Seal cracks,BU,2,750,m,1500,2,4,1,67,1
4937,Unknown,Bridge,Bridge,8/2/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 953. Ad-hoc item (describe under Remarks),BU,3,1080,No,3240,1,1,1,31,1
4937,Unknown,Bridge,Bridge,8/2/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,2,750,L,1500,1,1,1,67,1
4937,Unknown,Bridge,Bridge,8/2/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,BU,5,750,m,0,0,0,1,9999999,1
4937,Unknown,Bridge,Bridge,8/2/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U1,1,750,L,750,1,1,1,133,1
4937,Unknown,Bridge,Bridge,8/2/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U2,1,3100,No,3100,3,4,9,290,1
4937,Unknown,Bridge,Bridge,8/2/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,BU,25,6180,m,154500,2,4,1,1,1
495,Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,P1,10,750,m3,7500,1,1,4,53,1
495,Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 101. Apply protective coating,U1,1,480,m2,0,0,0,1,9999999,1
495,Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,20,750,L,15000,2,4,4,27,1
495,Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,5,750,L,3750,1,1,1,27,1
495,Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P3,2,750,L,0,0,0,1,9999999,1
495,Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S2-S4,5,750,L,3750,2,4,4,107,1
4958,P96-1,Bridge,Bridge,7/19/2018,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,4,340,No,1360,2,4,1,74,1
4959,LEEWSKRAAL BRIDGE,Bridge,Bridge,8/19/2018,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,4,340,No,1360,2,4,4,294,1
4959,LEEWSKRAAL BRIDGE,Bridge,Bridge,8/19/2018,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),BU,3,1080,No,3240,2,4,1,31,1
4995,D823,Major Culvert,Culvert Major,8/8/2018,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,04. Embankment/s, 155. Earth backfill,BE,2,630,m3,1260,2,4,4,317,1
4995,D823,Major Culvert,Culvert Major,8/8/2018,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,14. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),BA,2,1080,No,2160,2,4,1,46,1
5027,D1725 STEVE TSHWETE LOCAL MUNICIPALITY,Bridge,Bridge,10/13/2017,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,1,5380,No,5380,2,4,1,19,1
5027,D1725 STEVE TSHWETE LOCAL MUNICIPALITY,Bridge,Bridge,10/13/2017,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,30,950,m,28500,2,4,4,14,1
5027,D1725 STEVE TSHWETE LOCAL MUNICIPALITY,Bridge,Bridge,10/13/2017,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,S1,5,750,m3,3750,2,4,1,27,1
5027,D1725 STEVE TSHWETE LOCAL MUNICIPALITY,Bridge,Bridge,10/13/2017,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,S1,4,150,m,600,2,4,9,1500,1
5027,D1725 STEVE TSHWETE LOCAL MUNICIPALITY,Bridge,Bridge,10/13/2017,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 953. Ad-hoc item (describe under Remarks),S1,1,1080,No,1080,2,4,4,370,1
504,MOOIFONTEIN RIVER BRIDGE,Bridge,Bridge,9/10/2017,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
504,MOOIFONTEIN RIVER BRIDGE,Bridge,Bridge,9/10/2017,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,11. Parapet, 459. Paint steel rails,AS,1,750,m2,750,2,4,1,133,1
504,MOOIFONTEIN RIVER BRIDGE,Bridge,Bridge,9/10/2017,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12,340,No,4080,2,4,4,98,1
504,MOOIFONTEIN RIVER BRIDGE,Bridge,Bridge,9/10/2017,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BU,5,9190,m3,45950,2,4,1,2,1
504,MOOIFONTEIN RIVER BRIDGE,Bridge,Bridge,9/10/2017,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BU,2,630,m,1260,2,4,1,79,1
5048,Kleinspruit Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,16,3100,No,49600,1,1,1,2,1
5048,Kleinspruit Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,17. Expansion Joints, 317. Service multi-element joint,"BU,P1",30,15350,m,460500,2,4,4,1,1
5048,Kleinspruit Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,14. Piers & Columns, 120. Seal cracks,P1,4,750,m,3000,1,1,1,33,1
5048,Kleinspruit Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,11. Parapet, 569. Replace service duct cover,S1,4,3100,No,12400,1,1,4,32,1
5048,Kleinspruit Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U2,2,750,m,0,0,0,1,9999999,1
5048,Kleinspruit Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U1,4,750,m,0,0,0,1,9999999,1
5048,Kleinspruit Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,10,3100,No,31000,1,1,4,13,1
5048,Kleinspruit Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U1,2,750,L,0,0,0,1,9999999,1
5056,LEANDRA BRIDGE P5-1,Bridge,Bridge,8/6/2018,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,01. Approach Embankment, 402. Clear bush,BU,2,80,m2,160,2,4,1,625,1
5056,LEANDRA BRIDGE P5-1,Bridge,Bridge,8/6/2018,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,2,3100,No,6200,2,4,1,16,1
5058,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,11. Parapet, 104. Concrete (reinforced),S1,2,12270,m3,24540,3,4,4,16,1
5058,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,BU,30,340,m,10200,1,1,1,10,1
5058,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,S1,20,150,m,3000,1,1,4,133,1
5058,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,"BU,S1",40,750,m2,30000,1,1,4,13,1
5058,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,06. Abutments, 104. Concrete (reinforced),U1,2,12270,m3,24540,1,1,4,16,1
5058,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 156. Gabion (mattresses and boxes),U1,5,3100,m3,15500,1,1,4,26,1
5058,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,30,950,m,28500,1,1,9,32,1
5058,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 953. Ad-hoc item (describe under Remarks),U2,1,1080,No,0,0,0,1,9999999,1
5058,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,20. Decks and Slabs, 104. Concrete (reinforced),S1,3,12270,m3,36810,1,1,1,3,1
5060,P53/2 GS:LEKWA LOCAL MUNICIPALITY,Bridge,Bridge,10/13/2017,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
5066,Industrial Access Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 403. Grassing,U1,15,150,m2,2250,1,1,4,178,1
5066,Industrial Access Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,5,750,L,3750,1,1,1,27,1
5066,Industrial Access Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,BU,5,340,m,1700,1,1,1,59,1
5066,Industrial Access Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,10,750,L,7500,1,1,1,13,1
5066,Industrial Access Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,S1,40,150,m,6000,1,1,4,67,1
5066,Industrial Access Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U1,10,750,L,0,0,0,1,9999999,1
5066,Industrial Access Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U1,2,3100,No,6200,3,4,9,145,1
5066,Industrial Access Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,"BU,S1",10,750,m2,7500,1,1,4,53,1
50C,Moses River Tributary 2,Bridge,Bridge,11/16/2016,,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S2,1,750,L,750,3,4,4,533,1
50C,Moses River Tributary 2,Bridge,Bridge,11/16/2016,,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S2,10,750,m,7500,2,4,4,53,1
50C,Moses River Tributary 2,Bridge,Bridge,11/16/2016,,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,BU,4,6180,m,24720,2,4,4,16,1
50C,Moses River Tributary 2,Bridge,Bridge,11/16/2016,,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U2,200,950,m,190000,1,1,9,5,1
